coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified,weekday,user_created_at_converted,text_without_stopwords
,Wed Jun 02 08:19:24 +0000 2021,KPRM Warszawa UE ONZ,,,41,1400004105293250561,,,,pl,,,,11,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Minister w #KPRM @michaldworczyk w #Warszawa: Rząd Premiera @MorawieckiM będzie kontynuował swoje działania na rzecz wspierania przemian demokratycznych na Białorusi. Z inicjatywy Premiera Mateusza Morawieckiego szereg działań w tej zostało już podjętych na forum #UE i #ONZ.,https://twitter.com/pisorgpl/status/1400004105293250561,Sat Aug 16 23:26:19 +0000 2008,15877628,False,Oficjalny profil Prawa i Sprawiedliwości 🇵🇱,1340,334249,782,769,Poland,Prawo i Sprawiedliwość,pisorgpl,86303,,http://www.pis.org.pl/polityka-prywatnosci,True,Wednesday,Sat 08 16 23:26:19 +0000 2008,Minister # KPRM @michaldworczyk # Warszawa : Rząd Premiera @MorawieckiM kontynuował działania rzecz wspierania przemian demokratycznych Białorusi . inicjatywy Premiera Mateusza Morawieckiego szereg działań zostało podjętych forum # UE # ONZ .
,Wed Jun 02 08:37:43 +0000 2021,KPRM Warszawa,,,0,1400008714183233536,,,,pl,,,,11,1.4000041052932506e+18,pisorgpl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Minister w #KPRM @michaldworczyk w #Warszawa: Rząd Premiera @MorawieckiM będzie kontynuował swoje działania na rzecz wspierania przemian demokratycznych na Białorusi. Z inicjatywy Premiera Mateusza Morawieckiego szereg działań w tej zostało już podjętych na forum #UE i #ONZ.,https://twitter.com/a_milczanowska/status/1400008714183233536,Thu Mar 24 17:03:00 +0000 2016,713048482622341120,False,"Żona, Mama, Babcia, Poseł na Sejm RP, Prawo i Sprawiedliwość",86322,6047,1302,37,"Radomsko, Polska",Anna Milczanowska 🇵🇱,a_milczanowska,72100,,,True,Wednesday,Thu 03 24 17:03:00 +0000 2016,Minister # KPRM @michaldworczyk # Warszawa : Rząd Premiera @MorawieckiM kontynuował działania rzecz wspierania przemian demokratycznych Białorusi . inicjatywy Premiera Mateusza Morawieckiego szereg działań zostało podjętych forum # UE # ONZ .
,Wed Jun 02 08:23:12 +0000 2021,KPRM Warszawa,,,35,1400005063993614339,,,,pl,,,,12,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Minister w #KPRM @michaldworczyk w #Warszawa: W Polsce od 2006 roku działa program Konstantego Kalinowskiego, w ramach tego programu ponad 1700 studentów z Białorusi oraz pracowników naukowych otrzymało wsparcie.",https://twitter.com/pisorgpl/status/1400005063993614339,Sat Aug 16 23:26:19 +0000 2008,15877628,False,Oficjalny profil Prawa i Sprawiedliwości 🇵🇱,1340,334249,782,769,Poland,Prawo i Sprawiedliwość,pisorgpl,86303,,http://www.pis.org.pl/polityka-prywatnosci,True,Wednesday,Sat 08 16 23:26:19 +0000 2008,"Minister # KPRM @michaldworczyk # Warszawa : Polsce 2006 działa program Konstantego Kalinowskiego , ramach programu 1700 studentów Białorusi pracowników naukowych otrzymało wsparcie ."
,Wed Jun 02 09:10:58 +0000 2021,,,https://tvn24.pl/tvnwarszawa/bielany/warszawa-oczyszczalnia-czajka-przewiert-pod-wisla-prawie-gotowy-5110687,1,1400017084889829376,,,,pl,,False,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Miejskie Przedsiębiorstwo Wodociągów i Kanalizacji finalizuje prace związane z drugim przewiertem pod Wisłą - poinformowali wodociągowcy. 

https://t.co/vh7SGcuVdI",https://twitter.com/tvnwarszawa/status/1400017084889829376,Tue May 12 19:02:00 +0000 2009,39568364,False,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,334454,21,427,Warszawa,TVN Warszawa,tvnwarszawa,86017,,http://www.tvnwarszawa.pl,True,Wednesday,Tue 05 12 19:02:00 +0000 2009,"Miejskie Przedsiębiorstwo Wodociągów Kanalizacji finalizuje prace związane drugim przewiertem Wisłą - poinformowali wodociągowcy . 

 https://t.co/vh7SGcuVdI"
,Wed Jun 02 09:05:59 +0000 2021,KPRM Warszawa,,,0,1400015830340063235,,,,pl,,,,11,1.4000041052932506e+18,pisorgpl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Minister w #KPRM @michaldworczyk w #Warszawa: Rząd Premiera @MorawieckiM będzie kontynuował swoje działania na rzecz wspierania przemian demokratycznych na Białorusi. Z inicjatywy Premiera Mateusza Morawieckiego szereg działań w tej zostało już podjętych na forum #UE i #ONZ.,https://twitter.com/michaldworczyk/status/1400015830340063235,Thu Aug 28 14:50:13 +0000 2014,2776583390,False,"Minister-członek Rady Ministrów, poseł PiS z okręgu nr 2. https://t.co/x7qX955Sno",9131,70635,526,254,,Michał Dworczyk,michaldworczyk,13813,,http://dworczyk.pl/,True,Wednesday,Thu 08 28 14:50:13 +0000 2014,Minister # KPRM @michaldworczyk # Warszawa : Rząd Premiera @MorawieckiM kontynuował działania rzecz wspierania przemian demokratycznych Białorusi . inicjatywy Premiera Mateusza Morawieckiego szereg działań zostało podjętych forum # UE # ONZ .
,Wed Jun 02 09:05:54 +0000 2021,KPRM Warszawa,,,0,1400015807351033859,,,,pl,,,,12,1.4000050639936143e+18,pisorgpl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Minister w #KPRM @michaldworczyk w #Warszawa: W Polsce od 2006 roku działa program Konstantego Kalinowskiego, w ramach tego programu ponad 1700 studentów z Białorusi oraz pracowników naukowych otrzymało wsparcie.",https://twitter.com/michaldworczyk/status/1400015807351033859,Thu Aug 28 14:50:13 +0000 2014,2776583390,False,"Minister-członek Rady Ministrów, poseł PiS z okręgu nr 2. https://t.co/x7qX955Sno",9131,70635,526,254,,Michał Dworczyk,michaldworczyk,13813,,http://dworczyk.pl/,True,Wednesday,Thu 08 28 14:50:13 +0000 2014,"Minister # KPRM @michaldworczyk # Warszawa : Polsce 2006 działa program Konstantego Kalinowskiego , ramach programu 1700 studentów Białorusi pracowników naukowych otrzymało wsparcie ."
,Wed Jun 02 09:18:05 +0000 2021,Warszawa,,,0,1400018872753868800,,,,pl,,,,9,1.39999599874381e+18,pisorgpl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister @MZ_GOV_PL @a_niedzielski w #Warszawa: Sytuacja epidemiczna ustabilizowała się. Odnotowujemy dalsze spadki dziennej liczby zakażeń i zajętości łóżek, mimo rosnącej mobilności Polaków, dlatego przechodzimy do dalszego luzowania obostrzeń.",https://twitter.com/AC_Sobol/status/1400018872753868800,Sun May 23 15:41:34 +0000 2010,147238009,False,Sekretarz Generalny PiS,111531,12408,1431,96,Polska,Krzysztof Sobolewski 🇵🇱100PL🇵🇱,AC_Sobol,107266,,http://krzysztof-sobolewski.pl/,True,Wednesday,Sun 05 23 15:41:34 +0000 2010,"Minister @MZ_GOV_PL @a_niedzielski # Warszawa : Sytuacja epidemiczna ustabilizowała . Odnotowujemy dalsze spadki dziennej liczby zakażeń zajętości łóżek , rosnącej mobilności Polaków , przechodzimy dalszego luzowania obostrzeń ."
,Wed Jun 02 10:16:13 +0000 2021,LGBT wyborcza,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27155278,teczowa-flaga-przed-ambasada-usa-w-imie-solidarnosci-z-lgbtq.html?utm_source=facebook.com&utm_medium=SM&utm_campaign=FB_Gazeta_Wyborcza",109,1400033503299973123,,,,pl,,False,,6,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tęczowa flaga przed @USEmbassyWarsaw w imię solidarności z osobami #LGBT. ""Przemoc musi się skończyć"" #wyborcza https://t.co/9uoqwyubcF",https://twitter.com/gazeta_wyborcza/status/1400033503299973123,Mon Jan 19 10:38:55 +0000 2009,19179390,False,Oficjalne konto Gazety Wyborczej. Agora S.A. przetwarza dane w związku z prowadzeniem profilu. Więcej: https://t.co/v45sKvG0i5,15587,895927,595,1656,Warszawa + 32 miasta,Gazeta Wyborcza.pl,gazeta_wyborcza,236254,,http://www.wyborcza.pl,True,Wednesday,Mon 01 19 10:38:55 +0000 2009,"Tęczowa flaga @USEmbassyWarsaw imię solidarności osobami # LGBT . "" Przemoc skończyć "" # wyborcza https://t.co/9uoqwyubcF"
,Wed Jun 02 09:59:35 +0000 2021,,,https://tvn24.pl/tvnwarszawa/srodmiescie/warszawa-prace-nad-projektem-ustawy-w-sprawie-odbudowy-palacu-saskiego-prezydent-duda-powolal-zespol-5110337,2,1400029316872822784,,,,pl,,False,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Miałem sen, że zamiast ""odbudowy"", czyli w efekcie makiety (vide ratusz), powstał śmiały, nowoczesny budynek światowej sławy architekta nawiązujący do historycznej bryły i symbolicznego charakteru pałacu... https://t.co/lALYK2CPcb",https://twitter.com/tomaszewskim/status/1400029316872822784,Thu Jun 04 21:37:51 +0000 2009,44731913,False,"Szef sekcji serwisów zagranicznych portali @tvn24 @TVN24BiS, autor 'Podcastu o zagranicy' w TVN24 GO. Tylko rozsądne opinie. Tsundoku",17361,2836,455,78,Poland,Maciej Tomaszewski,tomaszewskim,105830,,"https://tvn24.pl/go/Podcast-o-zagranicy,t",True,Wednesday,Thu 06 04 21:37:51 +0000 2009,"Miałem sen , zamiast "" odbudowy "" , efekcie makiety ( vide ratusz ) , powstał śmiały , nowoczesny budynek światowej sławy architekta nawiązujący historycznej bryły symbolicznego charakteru pałacu . . . https://t.co/lALYK2CPcb"
,Wed Jun 02 10:08:34 +0000 2021,,,,0,1400031580266110977,,,,pl,,,,13,1.4000314384692224e+18,nowePSL,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","💬 Dzisiejsza konferencja, w której uczestniczą przedstawiciele branży targowej to ich krzyk rozpaczy. Stoimy tu wspólnie, by upomnieć się o poszkodowanych przez pandemię, o których zapomniał rząd.

🍀@PZgorzelskiP
📍Warszawa https://t.co/LDUzfUTRRn",https://twitter.com/PZgorzelskiP/status/1400031580266110977,Thu Dec 06 11:06:16 +0000 2018,1070635531447558144,False,"Samorządowiec, poseł PSL VII, VIII i IX kadencji Sejmu RP. Wicemarszałek Sejmu RP IX kadencji",3781,9889,1804,70,"Płock, Polska",Piotr Zgorzelski,PZgorzelskiP,6157,,http://www.facebook.com/wicemarszalekPiotrZgorzelski,True,Wednesday,Thu 12 06 11:06:16 +0000 2018,"💬 Dzisiejsza konferencja , uczestniczą przedstawiciele branży targowej krzyk rozpaczy . Stoimy wspólnie , upomnieć poszkodowanych pandemię , zapomniał rząd . 

 🍀 @PZgorzelskiP 
 📍 Warszawa https://t.co/LDUzfUTRRn"
,Wed Jun 02 09:36:01 +0000 2021,,,,0,1400023387729182723,,,,pl,,,,17,1.4000227149586145e+18,NewsPlatforma,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🎥 o godz. 12:30 przed Ministerstwem Zdrowia (ul. Miodowa 15, Warszawa) odbędzie się konferencja prasowa posłów @MichalSzczerba i @Dariusz_Jonski po kontroli poselskiej. Zapraszamy!",https://twitter.com/Dariusz_Jonski/status/1400023387729182723,Wed Feb 29 21:30:59 +0000 2012,509272614,False,"Poseł na Sejm VII i IX kadencji Sejmu RP Koalicja Obywatelska , Inicjatywa Polska",21181,49096,1336,178,Polska,Dariusz Joński,Dariusz_Jonski,11222,,,True,Wednesday,Wed 02 29 21:30:59 +0000 2012,"🎥 . 12:30 Ministerstwem Zdrowia ( ul . Miodowa 15 , Warszawa ) odbędzie konferencja prasowa posłów @MichalSzczerba @Dariusz_Jonski kontroli poselskiej . Zapraszamy !"
,Wed Jun 02 10:08:40 +0000 2021,,,,0,1400031603234160641,,,,pl,,,,15,1.4000315782864404e+18,nowePSL,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","💬 Na biurku premiera @MorawieckiM leży ustawa odszkodowawcza o bonie targowym. Należy ją jak najszybciej przyjąć. Jeśli rządzący wyrzucą ją do kosza, to zgłosimy ją jako własną i doprowadzimy do procedowania.

🍀@PZgorzelskiP
📍Warszawa https://t.co/irySesAbEc",https://twitter.com/PZgorzelskiP/status/1400031603234160641,Thu Dec 06 11:06:16 +0000 2018,1070635531447558144,False,"Samorządowiec, poseł PSL VII, VIII i IX kadencji Sejmu RP. Wicemarszałek Sejmu RP IX kadencji",3781,9889,1804,70,"Płock, Polska",Piotr Zgorzelski,PZgorzelskiP,6157,,http://www.facebook.com/wicemarszalekPiotrZgorzelski,True,Wednesday,Thu 12 06 11:06:16 +0000 2018,"💬 biurku premiera @MorawieckiM leży ustawa odszkodowawcza bonie targowym . Należy najszybciej przyjąć . rządzący wyrzucą kosza , zgłosimy własną doprowadzimy procedowania . 

 🍀 @PZgorzelskiP 
 📍 Warszawa https://t.co/irySesAbEc"
,Wed Jun 02 10:22:02 +0000 2021,,,,0,1400034968794025984,,,,pl,,,,17,1.4000227149586145e+18,NewsPlatforma,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","🎥 o godz. 12:30 przed Ministerstwem Zdrowia (ul. Miodowa 15, Warszawa) odbędzie się konferencja prasowa posłów @MichalSzczerba i @Dariusz_Jonski po kontroli poselskiej. Zapraszamy!",https://twitter.com/Platforma_org/status/1400034968794025984,Thu Jul 02 07:46:15 +0000 2009,53003895,False,Oficjalne konto Platformy Obywatelskiej✌️ #KoalicjaObywatelska 🇵🇱 👉 https://t.co/oFjdmlXZvQ,23550,246721,890,673,Polska,PlatformaObywatelska,Platforma_org,110804,,http://www.platforma.org,True,Wednesday,Thu 07 02 07:46:15 +0000 2009,"🎥 . 12:30 Ministerstwem Zdrowia ( ul . Miodowa 15 , Warszawa ) odbędzie konferencja prasowa posłów @MichalSzczerba @Dariusz_Jonski kontroli poselskiej . Zapraszamy !"
,Wed Jun 02 10:22:38 +0000 2021,,,https://www.radiomaryja.pl/informacje/warszawa-sad-ponownie-rozpatrzy-sprawe-marka-m-dotyczaca-nieprawidlowosci-przy-reprywatyzacji-budynku-przy-ul-targowej/,2,1400035121072427008,,,,pl,,False,,3,,,"<a href=""http://www.radiomaryja.pl/"" rel=""nofollow"">RM-Application</a>","Warszawa: Sąd ponownie rozpatrzy sprawę Marka M., dotyczącą nieprawidłowości przy reprywatyzacji budynku przy ul. Targowej https://t.co/dGcJrSgfkm",https://twitter.com/RadioMaryja/status/1400035121072427008,Mon Feb 02 17:33:21 +0000 2009,19918110,False,Oficjalny profil Radia Maryja na Twitterze.,9745,69659,22,322,Toruń,Radio Maryja,RadioMaryja,322772,,http://www.radiomaryja.pl,True,Wednesday,Mon 02 02 17:33:21 +0000 2009,"Warszawa : Sąd ponownie rozpatrzy sprawę Marka M . , dotyczącą nieprawidłowości reprywatyzacji budynku ul . Targowej https://t.co/dGcJrSgfkm"
,Wed Jun 02 11:52:16 +0000 2021,Warszawa,,,0,1400057674570649603,,,,pl,,,,13,1.3999944018505277e+18,pisorgpl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister @MZ_GOV_PL @a_niedzielski w #Warszawa: Obserwujemy spadek liczby zakażeń i hospitalizacji, coraz mniejszy jest również odsetek pozytywnych testów na COVID- 19. Dynamika spadków zakażeń jest wysoka.",https://twitter.com/AC_Sobol/status/1400057674570649603,Sun May 23 15:41:34 +0000 2010,147238009,False,Sekretarz Generalny PiS,111531,12408,1431,96,Polska,Krzysztof Sobolewski 🇵🇱100PL🇵🇱,AC_Sobol,107266,,http://krzysztof-sobolewski.pl/,True,Wednesday,Sun 05 23 15:41:34 +0000 2010,"Minister @MZ_GOV_PL @a_niedzielski # Warszawa : Obserwujemy spadek liczby zakażeń hospitalizacji , mniejszy odsetek pozytywnych testów COVID - 19 . Dynamika spadków zakażeń wysoka ."
,Wed Jun 02 13:05:58 +0000 2021,,,https://tvn24.pl/tvnwarszawa/ulice/warszawa-zderzenie-na-muranowie-rowerzysta-trafil-do-szpitala-5111064,0,1400076223460618249,,,,pl,,False,,2,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Na Muranowie kierowca bmw zderzył się z rowerzystą.

https://t.co/SJL4IROZj8",https://twitter.com/tvnwarszawa/status/1400076223460618249,Tue May 12 19:02:00 +0000 2009,39568364,False,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,334454,21,427,Warszawa,TVN Warszawa,tvnwarszawa,86017,,http://www.tvnwarszawa.pl,True,Wednesday,Tue 05 12 19:02:00 +0000 2009,"Muranowie kierowca bmw zderzył rowerzystą . 

 https://t.co/SJL4IROZj8"
,Wed Jun 02 12:46:02 +0000 2021,Warszawa,https://twitter.com/RadioZET_NEWS/status/1400071205642772481/photo/1,,30,1400071205642772481,,,,pl,,False,,11,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#Warszawa: Sąd Apelacyjny zdecydował, że Sławomir Nowak ma wrócić do aresztu, może wyjść warunkowo wpłacając 1 mln zł https://t.co/fvReDHlxPq",https://twitter.com/RadioZET_NEWS/status/1400071205642772481,Wed Apr 25 08:52:40 +0000 2012,562800078,False,"Blisko Ciebie, obiektywne i niezależne. Takie są Wiadomości #RadioZET | ☎️ Czerwony Telefon: 321 321 100",765,134864,848,515,Poland,Radio ZET NEWS,RadioZET_NEWS,209088,,http://wiadomosci.radiozet.pl,True,Wednesday,Wed 04 25 08:52:40 +0000 2012,"# Warszawa : Sąd Apelacyjny zdecydował , Sławomir Nowak wrócić aresztu , wyjść warunkowo wpłacając 1 mln zł https://t.co/fvReDHlxPq"
,Wed Jun 02 12:32:59 +0000 2021,,,"https://www.sport.pl/pilka/7,65039,27157014,joao-rodriguez-moze-trafic-do-ekstraklasy-i-pomoc-w-walce-o.html",0,1400067920911388675,,,,pl,,False,,7,1.400067101164028e+18,dwardzich22,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Raków Częstochowa, Pogoń Szczecin i Legia Warszawa monitorują sytuację Joao Rodrigueza
https://t.co/TFK2loLjOQ",https://twitter.com/sportpl/status/1400067920911388675,Wed Jun 24 14:06:32 +0000 2009,50313379,False,"Najlepszy portal sportowy w sieci

Agora S.A. przetwarza dane w związku z prowadzeniem profilu. Więcej: https://t.co/5SMIzf1lzE",2174,88661,355,297,Warsaw and others,Sport.pl,sportpl,52751,,https://www.sport.pl/,True,Wednesday,Wed 06 24 14:06:32 +0000 2009,"Raków Częstochowa , Pogoń Szczecin Legia Warszawa monitorują sytuację Joao Rodrigueza 
 https://t.co/TFK2loLjOQ"
,Wed Jun 02 14:56:18 +0000 2021,,,https://tvn24.pl/tvnwarszawa/najnowsze/warszawa-zwloki-nad-wisla-przy-moscie-swietokrzyskim-5111182,4,1400103990793211905,,,,pl,,False,,5,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","W środę po południu w okolicach mostu Świętokrzyskiego znaleziono zwłoki.

https://t.co/S8JoIYM4Jm",https://twitter.com/tvnwarszawa/status/1400103990793211905,Tue May 12 19:02:00 +0000 2009,39568364,False,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,334454,21,427,Warszawa,TVN Warszawa,tvnwarszawa,86017,,http://www.tvnwarszawa.pl,True,Wednesday,Tue 05 12 19:02:00 +0000 2009,"środę południu okolicach mostu Świętokrzyskiego znaleziono zwłoki . 

 https://t.co/S8JoIYM4Jm"
,Wed Jun 02 14:35:15 +0000 2021,,,,0,1400098691860606976,,,,pl,,,,3,1.4000971193824788e+18,tvnwarszawa,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","""Tylko w ostatnich czterech dniach zaszczepiliśmy ponad 22 tysiące osób"".

SPRAWDŹ szczegóły i podaj dalej 👉👉
https://t.co/Jc6uhlpHlL",https://twitter.com/tvn24/status/1400098691860606976,Wed Apr 23 13:12:25 +0000 2008,14493047,False,Najnowsze informacje z Polski i ze świata.,56,1911494,71,2131,Poland,tvn24,tvn24,370154,,http://www.tvn24.pl,True,Wednesday,Wed 04 23 13:12:25 +0000 2008,""" ostatnich czterech dniach zaszczepiliśmy 22 tysiące osób "" . 

 SPRAWDŹ szczegóły podaj dalej 👉 👉 
 https://t.co/Jc6uhlpHlL"
,Wed Jun 02 13:45:15 +0000 2021,UTRUDNIENIA,,https://tvn24.pl/tvnwarszawa/najnowsze/warszawa-zderzenie-skutera-z-samochodem-na-raszynskiej-5111120,3,1400086110395633670,,,,pl,,False,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#UTRUDNIENIA | Na ulicy Raszyńskiej przed Pomnikiem Lotnika zderzyły się dwa pojazdy.

https://t.co/Rg8JwfjsZY",https://twitter.com/tvnwarszawa/status/1400086110395633670,Tue May 12 19:02:00 +0000 2009,39568364,False,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,334454,21,427,Warszawa,TVN Warszawa,tvnwarszawa,86017,,http://www.tvnwarszawa.pl,True,Wednesday,Tue 05 12 19:02:00 +0000 2009,"# UTRUDNIENIA | ulicy Raszyńskiej Pomnikiem Lotnika zderzyły pojazdy . 

 https://t.co/Rg8JwfjsZY"
,Wed Jun 02 14:29:00 +0000 2021,,,https://tvn24.pl/tvnwarszawa/najnowsze/warszawa-sa-wolne-szczepionki-przeciw-covid-bez-rejestracji-akcja-wpadnij-na-szczepienie-przedluzona-adresy-5108661,9,1400097119382478850,,,,pl,,False,,3,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","""Tylko w ostatnich czterech dniach zaszczepiliśmy ponad 22 tysiące osób"".

SPRAWDŹ szczegóły i podaj dalej 👉👉
https://t.co/Jc6uhlpHlL",https://twitter.com/tvnwarszawa/status/1400097119382478850,Tue May 12 19:02:00 +0000 2009,39568364,False,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,334454,21,427,Warszawa,TVN Warszawa,tvnwarszawa,86017,,http://www.tvnwarszawa.pl,True,Wednesday,Tue 05 12 19:02:00 +0000 2009,""" ostatnich czterech dniach zaszczepiliśmy 22 tysiące osób "" . 

 SPRAWDŹ szczegóły podaj dalej 👉 👉 
 https://t.co/Jc6uhlpHlL"
,Wed Jun 02 14:54:36 +0000 2021,wyborcza,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27153665,spoldzielnia-musi-liczyc-lokatorow-do-oplaty-za-smieci-mimo.html?utm_source=facebook.com&utm_medium=SM&utm_campaign=FB_Gazeta_Wyborcza",2,1400103561434914820,,,,pl,,False,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Kolejny śmieciowy absurd w Warszawie. Dlaczego spółdzielnie liczą ludzi? #wyborcza https://t.co/jSCKi8cUIe,https://twitter.com/gazeta_wyborcza/status/1400103561434914820,Mon Jan 19 10:38:55 +0000 2009,19179390,False,Oficjalne konto Gazety Wyborczej. Agora S.A. przetwarza dane w związku z prowadzeniem profilu. Więcej: https://t.co/v45sKvG0i5,15587,895927,595,1656,Warszawa + 32 miasta,Gazeta Wyborcza.pl,gazeta_wyborcza,236254,,http://www.wyborcza.pl,True,Wednesday,Mon 01 19 10:38:55 +0000 2009,Kolejny śmieciowy absurd Warszawie . spółdzielnie liczą ludzi ? # wyborcza https://t.co/jSCKi8cUIe
,Wed Jun 02 15:00:28 +0000 2021,,,https://tvn24.pl/tvnwarszawa/najnowsze/warszawa-zwloki-nad-wisla-przy-moscie-swietokrzyskim-5111182,0,1400105038236860421,,,,pl,,False,,5,1.400103990793212e+18,tvnwarszawa,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","W środę po południu w okolicach mostu Świętokrzyskiego znaleziono zwłoki.

https://t.co/S8JoIYM4Jm",https://twitter.com/tvn24/status/1400105038236860421,Wed Apr 23 13:12:25 +0000 2008,14493047,False,Najnowsze informacje z Polski i ze świata.,56,1911494,71,2131,Poland,tvn24,tvn24,370154,,http://www.tvn24.pl,True,Wednesday,Wed 04 23 13:12:25 +0000 2008,"środę południu okolicach mostu Świętokrzyskiego znaleziono zwłoki . 

 https://t.co/S8JoIYM4Jm"
,Wed Jun 02 15:57:39 +0000 2021,,,https://tvn24.pl/tvnwarszawa/najnowsze/warszawa-auto-na-boku-na-andersa-5111212,1,1400119427308392453,,,,pl,,False,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Do zdarzenia doszło przy ulicy Andersa.

ZOBACZ:
https://t.co/cmMxnppZW7",https://twitter.com/tvnwarszawa/status/1400119427308392453,Tue May 12 19:02:00 +0000 2009,39568364,False,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,334454,21,427,Warszawa,TVN Warszawa,tvnwarszawa,86017,,http://www.tvnwarszawa.pl,True,Wednesday,Tue 05 12 19:02:00 +0000 2009,"zdarzenia doszło ulicy Andersa . 

 ZOBACZ : 
 https://t.co/cmMxnppZW7"
,Wed Jun 02 16:23:29 +0000 2021,,https://twitter.com/trzaskowski_/status/1400125931256156167/photo/1,,530,1400125931256156167,,,,pl,,False,,60,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",".@warszawa od lat pomaga repatriantom - wspieramy ich, aby mogli rozpocząć nowe życie w Ojczyźnie. Tak, jak Państwo Gladkov, którym dziś przekazałem klucze do nowego mieszkania. Potomkowie polskiej rodziny deportowanej z kresów wschodnich w głąb ZSRR zamieszkają na Bielanach🙂 https://t.co/rHRdIKpP3X",https://twitter.com/trzaskowski_/status/1400125931256156167,Thu Sep 08 13:48:38 +0000 2011,370112160,False,Prezydent @warszawa. Mayor of Warsaw.,573,769320,705,800,Warszawa,Rafał Trzaskowski,trzaskowski_,10281,,,True,Wednesday,Thu 09 08 13:48:38 +0000 2011,".@warszawa lat pomaga repatriantom - wspieramy , mogli rozpocząć nowe życie Ojczyźnie . , Państwo Gladkov , przekazałem klucze nowego mieszkania . Potomkowie polskiej rodziny deportowanej kresów wschodnich głąb ZSRR zamieszkają Bielanach 🙂 https://t.co/rHRdIKpP3X"
